,STNNBR,CASTNO,BTLNBR,Unnamed: 0,EXPOCODE,SECT_ID,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,N2O,N2O_FLAG_W,N2O ERROR,SD_N2O_%,woce_lines,startDate,endDate,source
1637,64.0,1.0,17.0,1638,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,403.3,7.4055,34.6374,2.0,108.1,2.0,108.1,2.0,20.04,2.0,32.88,2.0,2.06,2.0,2294.8,2.0,7.5438,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1638,64.0,1.0,18.0,1639,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,302.6,9.3575,34.8253,2.0,113.9,2.0,113.9,2.0,13.78,2.0,27.45,2.0,1.65,2.0,2300.4,2.0,7.6113,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1639,64.0,1.0,19.0,1640,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,202.2,15.7957,35.6788,2.0,152.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1640,64.0,1.0,20.0,1641,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,202.0,15.7864,35.6802,2.0,153.0,2.0,152.8,2.0,4.7,2.0,13.02,2.0,0.68,2.0,2342.5,2.0,7.8188,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1641,64.0,1.0,21.0,1642,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,101.3,24.9947,37.0349,2.0,211.4,2.0,210.7,2.0,1.44,2.0,0.57,2.0,-0.02,2.0,2428.4,2.0,8.0594,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1642,64.0,1.0,22.0,1643,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,50.3,28.9009,36.6352,2.0,198.2,2.0,196.8,2.0,1.52,2.0,0.77,2.0,0.0,2.0,2401.5,2.0,8.0859,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1643,64.0,1.0,23.0,1644,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,7.1,28.9947,36.6364,2.0,197.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1644,64.0,1.0,24.0,1645,  29HE20130320,   A17,2.0,20130424.0,1105.0,-7.776,-33.317,3892,7.7,29.0003,36.6362,2.0,198.5,2.0,196.6,2.0,1.4,2.0,0.17,2.0,0.0,2.0,2400.0,2.0,8.0859,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1645,65.0,1.0,1.0,1646,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,5149.6,0.6754,34.7021,2.0,220.8,2.0,222.1,2.0,119.77,2.0,32.39,2.0,2.16,2.0,,9.0,7.6249,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1646,65.0,1.0,2.0,1647,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,5086.1,0.7196,34.7073,2.0,221.2,2.0,223.1,2.0,118.78,2.0,32.14,2.0,2.12,2.0,,9.0,7.6246,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1647,65.0,1.0,3.0,1648,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,4573.9,1.0089,34.7411,2.0,226.1,2.0,227.1,2.0,104.36,2.0,30.38,2.0,1.94,2.0,,9.0,7.6438,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1648,65.0,1.0,4.0,1649,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,4061.0,1.7932,34.8303,2.0,242.6,2.0,244.0,2.0,65.81,2.0,24.75,2.0,1.48,3.0,,9.0,7.6927,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1649,65.0,1.0,5.0,1650,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,3549.3,2.5483,34.9098,2.0,257.0,2.0,258.1,2.0,32.53,2.0,21.5,2.0,1.35,2.0,,9.0,7.7291,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1650,65.0,1.0,6.0,1651,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,3039.4,2.6962,34.9184,2.0,252.9,2.0,253.9,2.0,31.6,2.0,21.73,2.0,1.36,2.0,,9.0,7.7266,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1651,65.0,1.0,7.0,1652,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,2530.1,2.883,34.9252,2.0,247.4,2.0,247.8,2.0,32.2,2.0,22.33,2.0,1.39,2.0,,9.0,7.7237,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1652,65.0,1.0,8.0,1653,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,2275.0,3.0891,34.9386,2.0,249.0,2.0,248.8,2.0,27.98,2.0,21.51,2.0,1.36,2.0,,9.0,7.7276,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1653,65.0,1.0,9.0,1654,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,2021.3,3.3241,34.9485,2.0,249.1,2.0,249.1,2.0,24.79,2.0,21.47,2.0,1.33,2.0,,9.0,7.7278,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1654,65.0,1.0,10.0,1655,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,1817.7,3.6697,34.9633,2.0,248.2,2.0,247.7,2.0,20.24,2.0,21.14,2.0,1.31,2.0,,9.0,7.7279,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1655,65.0,1.0,11.0,1656,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,1616.4,4.0325,34.9683,2.0,240.6,2.0,239.5,2.0,18.34,2.0,21.87,2.0,1.36,2.0,,9.0,7.7207,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1656,65.0,1.0,12.0,1657,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,1413.7,4.2152,34.9171,2.0,216.4,2.0,214.5,2.0,22.28,2.0,25.11,2.0,1.57,2.0,,9.0,7.6885,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1657,65.0,1.0,13.0,1658,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,1210.8,4.2021,34.7624,2.0,183.9,2.0,183.2,2.0,29.13,2.0,30.12,2.0,1.93,2.0,,9.0,7.6293,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1658,65.0,1.0,14.0,1659,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,1008.0,4.0984,34.5401,2.0,168.7,2.0,167.9,2.0,35.02,2.0,34.42,2.0,2.21,2.0,,9.0,7.5827,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1659,65.0,1.0,15.0,1660,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,806.9,4.7317,34.4482,2.0,165.6,2.0,164.1,2.0,30.91,2.0,34.97,2.0,2.23,2.0,,9.0,7.5774,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1660,65.0,1.0,16.0,1661,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,705.9,5.414,34.4784,2.0,148.8,2.0,148.2,2.0,26.72,2.0,34.97,2.0,2.22,2.0,,9.0,7.5618,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1661,65.0,1.0,17.0,1662,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,604.8,6.0779,34.5326,2.0,127.3,2.0,126.2,2.0,24.24,2.0,35.71,2.0,2.24,2.0,,9.0,7.538,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1662,65.0,1.0,18.0,1663,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,503.7,7.0263,34.6007,2.0,122.1,2.0,120.9,2.0,20.5,2.0,34.27,2.0,2.1,2.0,,9.0,7.5479,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1663,65.0,1.0,19.0,1664,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,403.3,7.7116,34.6332,2.0,148.0,2.0,147.5,2.0,17.12,2.0,30.02,2.0,1.85,2.0,,9.0,7.6083,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1664,65.0,1.0,20.0,1665,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,303.7,9.2763,34.8097,2.0,123.1,2.0,123.1,2.0,14.14,2.0,28.9,2.0,1.71,2.0,,9.0,7.6058,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1665,65.0,1.0,21.0,1666,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,202.5,12.7977,35.2574,2.0,118.3,2.0,116.4,2.0,8.21,2.0,22.08,2.0,1.23,2.0,,9.0,7.6863,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1666,65.0,1.0,22.0,1667,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,102.4,24.2184,37.0692,2.0,214.9,2.0,212.1,2.0,1.06,2.0,0.05,2.0,0.01,2.0,,9.0,8.0486,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1667,65.0,1.0,23.0,1668,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,41.5,28.77,36.542,2.0,198.0,2.0,196.1,2.0,1.03,2.0,0.2,2.0,0.02,2.0,,9.0,8.0761,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1668,65.0,1.0,24.0,1669,  29HE20130320,   A17,2.0,20130425.0,52.0,-7.641,-31.819,5084,5.5,28.761,36.5418,2.0,197.4,2.0,196.0,2.0,1.02,2.0,0.43,2.0,0.03,2.0,,9.0,8.0769,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1669,66.0,1.0,1.0,1670,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,5077.4,0.7531,34.7123,2.0,220.9,2.0,222.8,2.0,115.04,2.0,31.11,2.0,2.11,2.0,2366.8,2.0,7.6327,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1670,66.0,1.0,2.0,1671,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,5079.1,0.7531,34.7123,2.0,221.0,2.0,222.9,2.0,114.67,2.0,31.09,2.0,2.1,2.0,2365.9,2.0,7.6488,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1671,66.0,1.0,3.0,1672,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,4572.2,1.0087,34.7449,2.0,226.4,2.0,228.4,2.0,102.01,2.0,29.83,2.0,1.96,2.0,2361.8,2.0,7.6537,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1672,66.0,1.0,4.0,1673,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,4060.9,1.817,34.8334,2.0,242.2,2.0,241.5,2.0,64.96,2.0,24.58,2.0,1.61,2.0,2344.3,2.0,7.7016,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1673,66.0,1.0,5.0,1674,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,3549.5,2.481,34.9035,2.0,254.7,2.0,256.2,2.0,35.31,2.0,20.98,2.0,1.33,2.0,2327.9,2.0,7.7358,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1674,66.0,1.0,6.0,1675,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,3039.7,2.6861,34.9128,2.0,247.8,2.0,249.1,2.0,35.23,2.0,21.78,2.0,1.37,2.0,2328.6,2.0,7.7321,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1675,66.0,1.0,7.0,1676,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,3040.5,2.6862,34.9127,2.0,247.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1676,66.0,1.0,8.0,1677,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,2531.5,2.8974,34.9178,2.0,242.6,2.0,243.6,2.0,34.28,2.0,22.06,2.0,1.4,2.0,2327.0,2.0,7.7276,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1677,66.0,1.0,9.0,1678,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,2024.9,3.3794,34.9515,2.0,248.7,2.0,249.0,2.0,23.76,2.0,20.66,2.0,1.28,2.0,2316.3,2.0,7.7342,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1678,66.0,1.0,10.0,1679,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,1818.2,3.6627,34.9625,2.0,247.5,2.0,247.7,2.0,20.73,2.0,20.34,2.0,1.29,2.0,2315.0,2.0,7.7314,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1679,66.0,1.0,11.0,1680,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,1616.8,3.9674,34.9555,2.0,234.4,2.0,234.9,2.0,20.81,2.0,21.8,2.0,1.39,2.0,2313.5,2.0,7.7174,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1680,66.0,1.0,12.0,1681,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,1413.9,4.2285,34.909,2.0,212.7,2.0,213.4,2.0,22.82,2.0,24.16,2.0,1.57,2.0,2312.3,2.0,7.6871,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1681,66.0,1.0,13.0,1682,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,1207.2,4.2243,34.755,2.0,184.0,2.0,183.7,2.0,29.79,2.0,28.91,2.0,1.93,2.0,2311.7,2.0,7.6299,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1682,66.0,1.0,14.0,1683,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,1006.4,4.0678,34.5308,2.0,167.9,2.0,167.8,2.0,35.76,2.0,32.89,2.0,2.21,2.0,,9.0,7.5833,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1683,66.0,1.0,15.0,1684,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,807.8,4.6638,34.4487,2.0,160.1,2.0,159.5,2.0,31.84,2.0,33.47,2.0,2.25,2.0,2298.1,2.0,7.5698,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1684,66.0,1.0,16.0,1685,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,702.0,5.4426,34.4946,2.0,133.7,2.0,133.7,2.0,27.81,2.0,36.0,2.0,2.31,2.0,2295.0,2.0,7.5404,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1685,66.0,1.0,17.0,1686,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,599.7,6.3042,34.5467,2.0,121.2,2.0,121.0,2.0,24.25,2.0,35.5,2.0,2.25,2.0,2294.0,2.0,7.5354,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1686,66.0,1.0,18.0,1687,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,506.8,7.1545,34.6098,2.0,116.0,2.0,116.1,2.0,20.63,2.0,33.36,2.0,2.13,2.0,2292.9,2.0,7.5435,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1687,66.0,1.0,19.0,1688,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,400.3,8.3501,34.7194,2.0,112.6,2.0,112.3,2.0,16.98,2.0,31.2,2.0,1.96,2.0,2296.7,2.0,7.5664,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1688,66.0,1.0,20.0,1689,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,302.6,9.5098,34.8408,2.0,114.6,2.0,115.0,2.0,13.97,2.0,28.71,2.0,1.76,2.0,2300.7,2.0,7.6002,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1689,66.0,1.0,21.0,1690,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,203.8,12.444,35.2105,2.0,113.1,2.0,110.1,2.0,8.78,2.0,23.22,2.0,1.36,2.0,2315.7,2.0,7.6708,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1690,66.0,1.0,22.0,1691,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,100.6,24.7725,36.9429,2.0,214.0,2.0,209.4,2.0,0.98,2.0,0.04,2.0,0.01,2.0,2421.6,2.0,8.0631,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1691,66.0,1.0,23.0,1692,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,40.7,28.468,36.5253,2.0,197.6,2.0,197.1,2.0,1.13,2.0,0.08,2.0,0.0,2.0,2392.6,2.0,8.0745,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1692,66.0,1.0,24.0,1693,  29HE20130320,   A17,2.0,20130425.0,1537.0,-7.505,-30.26,5412,7.1,28.5639,36.5291,2.0,197.3,2.0,196.5,2.0,1.12,2.0,0.04,2.0,0.0,2.0,2395.9,2.0,8.0744,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1693,67.0,1.0,1.0,1694,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,302.3,9.3291,34.8336,2.0,97.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1694,67.0,1.0,2.0,1695,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,302.0,9.346,34.8346,2.0,97.8,2.0,100.3,2.0,15.21,2.0,30.66,2.0,1.82,2.0,,9.0,7.569,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1695,67.0,1.0,3.0,1696,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,202.0,11.0004,35.0329,2.0,106.3,2.0,104.3,2.0,11.62,2.0,26.56,2.0,1.52,2.0,,9.0,7.6201,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1696,67.0,1.0,4.0,1697,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.6,13.1239,35.3078,2.0,108.7,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1697,67.0,1.0,5.0,1698,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.4,13.2404,35.3231,2.0,109.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1698,67.0,1.0,6.0,1699,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.0,13.1789,35.3254,2.0,108.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1699,67.0,1.0,7.0,1700,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.0,13.161,35.3148,2.0,109.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1700,67.0,1.0,8.0,1701,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.3,13.1842,35.3171,2.0,108.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1701,67.0,1.0,9.0,1702,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.5,13.6342,35.3533,2.0,109.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1702,67.0,1.0,10.0,1703,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.1,13.3211,35.335,2.0,109.8,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1703,67.0,1.0,11.0,1704,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.8,13.3912,35.3444,2.0,109.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1704,67.0,1.0,12.0,1705,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.7,13.4105,35.3517,2.0,109.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1705,67.0,1.0,13.0,1706,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.8,13.5754,35.366,2.0,109.9,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1706,67.0,1.0,14.0,1707,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.1,13.5322,35.361,2.0,109.9,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1707,67.0,1.0,15.0,1708,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,162.4,13.3659,35.3488,2.0,109.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1708,67.0,1.0,16.0,1709,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.8,13.5775,35.3684,2.0,110.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1709,67.0,1.0,17.0,1710,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.8,13.548,35.36,2.0,109.6,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1710,67.0,1.0,18.0,1711,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,161.7,13.4845,35.3589,2.0,109.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1711,67.0,1.0,19.0,1712,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,114.0,22.5097,36.6706,2.0,189.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1712,67.0,1.0,20.0,1713,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,113.0,22.5084,36.6719,2.0,190.2,2.0,189.3,2.0,1.58,2.0,0.96,2.0,0.04,2.0,,9.0,7.9857,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1713,67.0,1.0,21.0,1714,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,51.4,28.5882,36.1734,2.0,196.5,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1714,67.0,1.0,22.0,1715,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,50.7,28.5663,36.1825,2.0,196.5,2.0,196.2,2.0,0.92,2.0,0.02,2.0,-0.01,2.0,,9.0,8.0728,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1715,67.0,1.0,23.0,1716,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,4.8,28.5887,36.1619,2.0,197.1,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1716,67.0,1.0,24.0,1717,  29HE20130320,   A17,2.0,20130426.0,346.0,-6.405,-30.201,5103,5.0,28.5903,36.162,2.0,195.9,2.0,195.9,2.0,0.89,2.0,-0.06,2.0,-0.01,2.0,,9.0,8.0738,2.0,25.0,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1717,67.0,2.0,1.0,1718,  29HE20130320,   A17,2.0,20130426.0,525.0,-6.405,-30.201,5103,202.3,11.0576,35.0417,2.0,111.2,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1718,67.0,2.0,2.0,1719,  29HE20130320,   A17,2.0,20130426.0,525.0,-6.405,-30.201,5103,202.3,11.0672,35.0428,2.0,111.0,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1719,67.0,2.0,3.0,1720,  29HE20130320,   A17,2.0,20130426.0,525.0,-6.405,-30.201,5103,200.9,11.1377,35.0523,2.0,111.3,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1720,67.0,2.0,4.0,1721,  29HE20130320,   A17,2.0,20130426.0,525.0,-6.405,-30.201,5103,200.4,11.1462,35.0531,2.0,111.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
1721,67.0,2.0,5.0,1722,  29HE20130320,   A17,2.0,20130426.0,525.0,-6.405,-30.201,5103,200.4,11.1479,35.0531,2.0,111.4,2.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,['A17'],2013-03-20,2013-05-22,Mercedes
